,ts,title
2066,20120828,"Hearing on Apple injunction vs Samsung set for December. UPDATE 2-Hearing on Apple injunction vs Samsung set for December. Local Apple Specialist, Macrobatix, Provides On-Site Training Services For Businesses. The Zacks Analyst Blog Highlights: Apple , Microsoft, Nokia , Tiffany and Boston Scientific. The Zacks Analyst Blog Highlights: Amazon, Netflix , eBay, Apple and Google. Apple seeks quick bans on eight Samsung phones. Research and Markets: Global Touch Panel Display Market 2011-2015: Samsung, Nokia and Apple Contribute to the Major Revenue"
2067,20120829,"From Apple to Zynga: Eight tales of missing the investment trigger. Samsung strikes new Note after Apple suit.  CheapOair Kicks Off ""Travel the World for Less"" Brand Campaign in the Big Apple.  SolaWerks to Release Refreshed SolaPad and SolaCase in Anticipation of Record Demand for the Upcoming Apple iPhone 5 Launch. New XtremeMac Devices Enhance Audio Enthusiasts` Enjoyment of Beloved Apple Creations. Apple Rejects/Bans Angry Elections Game from App Store. Audiobooks.com Rolls Out Free Apple and Android Apps. After Apple bruising, Samsung to bounce back with new Note phablet. After Apple bruising, Samsung to bounce back with new Note phablet"
2068,20120830,"Exclusive: Google, Apple CEOs in secret patent talks. What Apple Keeps Secret This Super Salesman Shares With All In Top Selling Book"
2069,20120831,"Apple targets more Samsung products in patent suit. Apple targets more Samsung products in patent suit. Breakingviews: Apple may bury hatchet with Google  just not yet. Research and Markets: mobileYouth briefing. HTC, Huawei, LG, Motorola, Sony & ZTE: How can they beat Apple & Samsung?. Apple supplier Hon Hai's Q2 profits pick up. Apple supplier Hon Hai's Q2 profits pick up. Samsung triumphs over Apple in Japan patent case. UPDATE 1-Samsung triumphs over Apple in Japan patent case. Samsung wins over Apple in Japan patent case"
2070,20120901,
2071,20120902,"Seoul shares edge down, Samsung Elec bruised again by Apple"
2072,20120903,Dropship Apple Accessories with Applehour.com -- MFI Certificated Products with the Lowest Price Possible
2073,20120904,"Wall Street cuts losses on Apple strength; FedEx down late. US STOCKS-Wall St cuts losses on Apple strength; FedEx down late. No proof hackers stole Apple data from laptop: FBI. UPDATE 1-No proof hackers stole Apple data from laptop - FBI. No proof hackers stole Apple data from agent's laptop -FBI. Apple boosts U.S. stocks; eyes on Fed, ECB. US STOCKS-Wall St cuts losses late on Apple strength. US STOCKS SNAPSHOT - S&P; 500 ends near flat, but Apple supports. US STOCKS SNAPSHOT -Nasdaq turns positive as Apple gains. Apple sets September 12 event, latest iPhone expected. Apple to hold San Francisco event on Sept. 12. Apple invites media to event on september 12. Apple and the burden of being a behemoth. Cameras: the next Apple vs. Android battleground?  - Tech Tonic"
2074,20120905," CORRECTION FROM SOURCE: DoMark Gearing Up for Apple iPhone 5 Launch With Several Product Developments.  The Apple of Our iPhone: One in Ten Look to Buy New Handset.  Market Influences That Drive Equities Forward - Industry Report on Microsoft Corporation and Apple Inc.. `Air Show` App Launches to Bring Dual-Screen Photo Sharing to iOS and Apple TV Users.  DoMark Gearing Up for Apple iPhone 5 Launch With Several Product Developments. Apple sets September 12 event, latest iPhone expected. Wealth Strategies: Apple options say stock can run higher"
2075,20120906,"Audience Inc says Apple unlikely to use its tech in new iPhones. Apple cuts memory chip order to Samsung for new iPhone: source. Apple cuts memory chip order to Samsung for new iPhone: source. Apple cuts memory chip order to Samsung for new iPhone-source. Amazon takes on Apple with larger, cheaper Kindle Fires. Amazon takes on Apple with larger, cheaper Kindle Fires. UPDATE 7-Amazon takes on Apple with larger, cheaper Kindle Fires. Audience says Apple may not use its tech in new iPhones. Baskin-Robbins Picks Apple Cinnamon Crisp Ice Cream As Its September Flavor of the Month. The Zacks Analyst Blog Highlights: Amazon.com, Viacom, Lions Gate Entertainment, Netflix and Apple. Apple Lossless and AIFF Support Added to Pioneer SC Receivers for Expanded Digital Music Playback. South Korea probes Samsung over Apple antitrust complaints. S.Korea probes Samsung over Apple antitrust complaints"
2076,20120907,Pandora shares plunge on fears of Apple service
2077,20120908,
2078,20120909,
2079,20120910,"Hackers stole Apple data from Florida company, not from FBI. Hackers stole Apple data from Florida company, not from FBI. Strategy Analytics: HTC, Apple & Samsung Top Smartphone Retail Price Decline Comparison. The Zacks Analyst Blog Highlights: Nokia, Google, Amazon, Apple and Microsoft. Zacks Bull and Bear of the Day Highlights: Panera Bread, Progressive, Liberty Global, Apple and Intel. Magnetyze, New MagneticCharging System from BuQu Tech, Brings Next Generation in Packaging and Power to Apple and Android Smartphones. Apple fretters lead to Nasdaq jitters"
2080,20120911,"Apple Butter 5K Run/Walk Brings Community Together For Fun And Physical Activity. Parks Associates: Apple challenges Google's dominance in smartphones as iPhone 5 nears release.  CORRECTION FROM SOURCE: SolaWerks to Showcase Revolutionary Solar Powered Apple Accessories at the 2012 Canadian Wireless Trade Sh.  SolaWerks to Showcase Revolutionary Solar Powered Apple Accessories at the 2012 Canadian Wireless Trade Show. Apple turns legal guns on Polish retailer A.pl. The Zacks Analyst Blog Highlights: Nokia, Telecom Italia, Microsoft, Verizon Communications and Apple. Zacks Bull and Bear of the Day Highlights: AutoNation, Johnson Controls, Microsoft, Apple and Google.  Lantronix Demonstrates Consumer Wireless Printing Solution for iPad and Apple iOS Devices at Holiday Spectacular Event. Apple turns legal guns on Polish retailer A.pl. Deciphering the Apple rumor mill - Tech Tonic. The anatomy of the Apple rumour mill"
2081,20120912,"Seoul shares flat, Apple suppliers lose ground. Belkin Announces New Cases and Accessories for Apple iPhone 5. Apple Adds Bluetooth Technology to iPod Nano in Response to Consumer Demand. Seidio Launches Line of Accessories for the Highly Anticipated Apple iPhone 5, Preorder Now. Apple Introduces New iPod touch & iPod nano. Apple Unveils New iTunes. Apple Introduces iPhone 5. Kony Offers Complete Support for Apple iOS 6, iPhone 5 and Passbook. Apple takes wraps off thinner iPhone. Time lapse outside the Apple iPhone 5 event. U.S. Morning Call: Apple set to unveil new iPhone"
2082,20120913,"Apple snubs emerging mobile payment standard. Aggressive iPhone launch plan boosts Apple outlook. German court backs Apple in patent fight with Motorola. The Zacks Analyst Blog Highlights:  Apple iPhone 5 Release. The Zacks Analyst Blog Highlights: Apple Inc., Tech Data Corp, Hewlett Packard, Ingram Micro Inc., Micro Inc., Synnex Corp.. Leading Tech Analyst Issues Investor Update Covering the Impact of the Apple iPhone 5, Including New Information on OmniVision Technologies, Cirrus Logic, SkyWorks Solutions, and Avago Technologies. SolaWerks to Showcase Revolutionary Solar Powered Apple Accessories at the 2012 Canadian Wireless Trade Show. Taiwan stocks end up; Apple suppliers mixed, AU sinks. iPhone sales must double to stoke Apple stock: analyst - Investing 201"
2083,20120914,"Apple did not violate Samsung patents: U.S. trade judge. Apple shares jump, hit record high on ""iPhone 5 fever"". CORRECTED-US STOCKS-Wall Street up on Fed, Apple at all-time high. Apple did not violate Samsung patents: U.S. trade judge. CORRECTED-US STOCKS-Wall St extends Fed gains; Apple at record. Apple snubs emerging mobile payment standard. Apple does not violate Samsung patents - US ITC judge. Apple iPhone shipment dates slip on first day of presales. The Zacks Analyst Blog Highlights: Apple Inc., AT&T; Inc., Sprint Nextel Corp., Verizon Communications Inc. and Align Technology. Leading Tech Analyst Issues Investor Update Covering the Impact of the Apple iPhone 5, Including New Information on Broadcom, Qualcomm, STMicroelectronics, Texas Instruments, and TriQuint"
2084,20120915,
2085,20120916,
2086,20120917,"Apple sells 2 million new phones, shares touch $700. Apple finally passes $700 a share in after-hours trading. Apple sells 2 million new phones, shares touch $700. Aerohive Enables Every Enterprise to Support Apple AirPrint and AirPlay with Free Bonjour Gateway Software. VirnetX Re-Files ITC Complaint Against Apple. Even at $700, Apple is not a bubble â Felix TV. Trading at Noon: Apple nears $700 after 2mln iPhone 5 sales"
2087,20120918,"Interface Makes The Grade Helping To Green Nation's Schools By Joining U.S. Green Building Council's Green Apple Initiative. Apple snubs emerging mobile payment standard. Animated chart of the day, Apple vs Microsoft edition.  CheapOair's ""Travel the World for Less"" Campaign Tours the Big Apple. MMT`s Monitor2Go Creates New Product Category for All Things Apple - Mobile Secondary Displays. ZAGG Inc Introduces Accessories for the Apple iPhone 5. 3XSQ: Apple tries to take out $700 mark"
2088,20120919,"StubHub Announces Integration with Apple Passbook.  Centrify Announces Day One Support and Interoperability of Apple iOS 6 for iPhones and iPads With Its Cloud-Based Mobile Security Service. ""WELCOME TO PIE-TOWN"" - More Pie Than Ever Before At the 8th Annual Bucktown Apple Pie Contest.  Dynamic to Offer Free Healthy Air Audits in Support of USGBC's Green Apple Day of Service. Zacks Bull and Bear of the Day Highlights:  American Eagle Outfitters, Allegheny Technologies, Inc., FedEx, Apple Inc. and Alcoa. Tello Launches PassTools to Help Businesses Build and Manage Passes for Apple Passbook. AirWatch - Mobile Device, Application and Content Management Provider - Offers Same-day, Comprehensive Support for Apple iOS 6"
2089,20120920,"This Autumn Make That Back To School Lunch - Crunch! Add a Healthy, Tasty GrappleÂ® Brand Apple to the Lunchbox ""Crunches like an Apple, Tastes like a Grape â¢"". Singer Fiona Apple arrested on drug charge in Texas. Singer Fiona Apple arrested on drug charge in Texas. Why Apple is settling ECâs e-books antitrust case â but not DOJâs. Some Apple Store France employees to strike on Friday. Some Apple Store France employees to strike on Friday. Samsung to add iPhone 5 to U.S. lawsuits vs Apple. The Zacks Analyst Blog Highlights: Research in Motion, Microsoft, Panasonic, Apple and Google. UPDATE 2-Samsung to add iPhone 5 to U.S. lawsuits vs Apple. XtremeMac Helps Apple Product Consumers `Go Wireless`. Unwired Planet Charges Apple and Google With Infringing 20 Patents. CORRECTED-Samsung says to add iPhone 5 to U.S. lawsuits vs Apple. U.S. Day Ahead: iPhone 5 could be an extra $9 bln for Apple"
2090,20120921,"Apple iPhone 5 fever rages despite grumbling over maps. Apple iPhone 5 fever rages despite grumbling over maps. US STOCKS-Wall Street gains as Apple scales new peak on iPhone 5. TomTom defends data after Apple map glitches. Swiss railway weighs challenge to Apple over trademark clock. UPDATE 1-TomTom defends data after Apple map glitches. Grumbling over maps fails to dampen Apple iPhone 5 fever. US STOCKS-Wall Street up on Spain optimism, Apple scales new peak. Produxs Survey Discovers 63 Percent of Developers Confident Win8 Can Compete with Apple iOS. First Ever Poll Of iPhone 5 Purchasers Reveals 51.7 Percent Of Apple Fans Would Rather Lose Their Wallet Than Their iPhone. US STOCKS-Wall Street gains on Spain hopes, Apple hits new peak. TomTom is more than willing to help Apple fix map problems. Research and Markets: Apple Supply Chain is Forecasted to Commit 15M and 48M Units of iPhone 5 Components in 3Q12 and 4Q12 Respectively. US STOCKS SNAPSHOT-Wall St opens higher on Europe hopes, Apple. US STOCKS-Wall Street to open up as Spain reforms in works; Apple eyed. Swiss railway weighs challenge to Apple over trademark clock. Labor protest at Apple iPhone party in Paris. RPT-Setback for Apple in German patent case. Setback for Apple in German patent case. Labour protest at Apple iPhone party in Paris. US STOCKS-Futures gain as Spain works on reforms; Apple eyed. U.S. stock index futures signal gains; Apple eyed. Apple still draws crowds in Asia with new iPhone 5. Trading at Noon: How to play Apple after it hits a new high. LIGHTNING ROUND: Apple most likely to raise dividend in 2012. French Apple Store workers strike on iPhone 5 release day"
